id	0_seqid	1_start	2_end	3_strand	4_length	5_type	6_Note	Mutant1_M2-count	Mutant1_M2-rpkm	Mutant1_M3-count	Mutant1_M3-rpkm	Mutant1_M4-count	Mutant1_M4-rpkm	Mutant2_M1-count	Mutant2_M1-rpkm	Mutant2_M2-count	Mutant2_M2-rpkm	Mutant2_M3-count	Mutant2_M3-rpkm	Mutant2_M4-count	Mutant2_M4-rpkm	Mutant3_M3-count	Mutant3_M3-rpkm	Mutant3_M4-count	Mutant3_M4-rpkm	Mutant3_M1-count	Mutant3_M1-rpkm	Mutant3_M2-count	Mutant3_M2-rpkm	WT_M1-count	WT_M1-rpkm	WT_M2-count	WT_M2-rpkm	WT_M3-count	WT_M3-rpkm	WT_M4-count	WT_M4-rpkm
gene9247	Contig_1.1	52465	53000	-	536	gene		22	4.28	51	7.10	50	5.70	68	7.65	70	8.99	81	9.48	74	8.88	34	5.58	49	7.13	93	8.35	65	8.00	73	6.80	86	9.17	58	7.90	24	3.96
gene9248	Contig_1.1	377135	378988	+	1854	gene		1	0.06	3	0.12	6	0.20	3	0.10	3	0.11	5	0.17	2	0.07	2	0.09	4	0.17	13	0.34	1	0.04	1	0.03	1	0.03	2	0.08	0	0.00
gene9249	Contig_1.2	989688	990960	+	1273	gene		104	8.52	237	13.89	253	12.15	10	0.47	15	0.81	20	0.99	13	0.66	7	0.48	13	0.80	18	0.68	8	0.41	482	18.91	534	23.96	212	12.15	304	21.11
gene9250	Contig_1.37	269080	269691	-	612	gene		189	32.19	276	33.64	281	28.08	433	42.66	395	44.44	521	53.38	425	44.67	212	30.47	262	33.40	1087	85.49	371	39.98	253	20.64	356	33.23	246	29.33	225	32.50
gene9251	Contig_1.37	270202	271179	+	978	gene		109	11.62	141	10.76	149	9.32	263	16.21	277	19.50	304	19.49	227	14.93	114	10.25	163	13.00	456	22.44	328	22.12	137	6.99	150	8.76	172	12.83	100	9.04
gene9252	Contig_1.37	272072	273837	+	1766	gene		331	19.54	808	34.13	2253	78.01	3140	107.21	2292	89.36	4120	146.29	2737	99.70	1705	84.93	2621	115.80	9577	261.04	3841	143.44	1239	35.03	1189	38.46	713	29.46	525	26.28
gene9253	Contig_1.37	274481	276304	-	1824	gene		167	9.54	229	9.37	159	5.33	113	3.74	153	5.78	122	4.19	117	4.13	72	3.47	72	3.08	117	3.09	90	3.25	176	4.82	181	5.67	75	3.00	113	5.48
gene9254	Contig_1.37	279570	280067	-	498	gene		4700	983.72	4415	661.36	4589	563.46	5299	641.57	5971	825.53	3955	498.00	5029	649.60	1985	350.62	1731	271.20	3719	359.47	4151	549.71	4659	467.13	4503	516.58	4987	730.69	4525	803.23
gene9255	Contig_1.37	280554	283358	+	2805	gene		41	1.52	64	1.70	34	0.74	152	3.27	97	2.38	167	3.73	179	4.11	108	3.39	122	3.39	315	5.41	131	3.08	102	1.82	112	2.28	95	2.47	59	1.86
gene9256	Contig_1.37	284252	284940	+	689	gene		31	4.69	39	4.22	20	1.77	21	1.84	12	1.20	32	2.91	22	2.05	23	2.94	26	2.94	67	4.68	11	1.05	19	1.38	17	1.41	13	1.38	12	1.54
gene9257	Contig_1.37	286996	287880	+	885	gene		1	0.12	0	0.00	1	0.07	4	0.27	5	0.39	4	0.28	3	0.22	4	0.40	0	0.00	6	0.33	7	0.52	5	0.28	1	0.06	3	0.25	0	0.00
gene9258	Contig_1.37	288604	290781	-	2178	gene		180	8.61	223	7.64	397	11.15	558	15.45	452	14.29	472	13.59	492	14.53	244	9.85	244	8.74	598	13.22	523	15.84	544	12.47	530	13.90	508	17.02	253	10.27
gene9259	Contig_1.2	992390	993676	-	1287	gene		8	0.65	5	0.29	6	0.29	2	0.09	0	0.00	2	0.10	1	0.05	0	0.00	2	0.12	2	0.07	1	0.05	4	0.16	7	0.31	8	0.45	2	0.14
gene9260	Contig_1.37	292746	294373	+	1628	gene		259	16.58	416	19.06	479	17.99	793	29.37	610	25.80	828	31.89	780	30.82	564	30.47	611	29.28	1156	34.18	641	25.97	796	24.41	555	19.48	623	27.92	395	21.45
gene9261	Contig_1.37	295556	299512	+	3957	gene		338	8.90	631	11.90	958	14.80	145	2.21	132	2.30	190	3.01	174	2.83	167	3.71	203	4.00	263	3.20	177	2.95	558	7.04	541	7.81	258	4.76	245	5.47
gene9262	Contig_1.37	299951	304852	-	4902	gene		675	14.35	1203	18.31	1211	15.11	1397	17.18	1010	14.19	1531	19.58	1347	17.68	1065	19.11	1447	23.03	2216	21.76	1530	20.58	1611	16.41	1251	14.58	1135	16.89	680	12.26
gene9263	Contig_1.37	307943	308269	+	327	gene		0	0.00	2	0.46	2	0.37	1	0.18	0	0.00	2	0.38	2	0.39	0	0.00	1	0.24	4	0.59	0	0.00	1	0.15	0	0.00	1	0.22	0	0.00
gene9264	Contig_1.37	309092	310423	-	1332	gene		1	0.08	3	0.17	1	0.05	12	0.54	9	0.47	8	0.38	13	0.63	9	0.59	10	0.59	29	1.05	10	0.50	4	0.15	5	0.21	4	0.22	2	0.13
gene9265	Contig_1.37	312468	314141	+	1674	gene		34	2.12	50	2.23	67	2.45	311	11.20	236	9.71	344	12.89	300	11.53	132	6.94	181	8.44	450	12.94	216	8.51	99	2.95	92	3.14	102	4.45	52	2.75
gene9266	Contig_1.37	314588	316476	-	1889	gene		36	1.99	66	2.61	67	2.17	294	9.38	223	8.13	329	10.92	310	10.56	189	8.80	239	9.87	473	12.05	256	8.94	87	2.30	118	3.57	129	4.98	67	3.14
gene9267	Contig_1.37	317596	318927	-	1332	gene		92	7.20	94	5.26	104	4.77	141	6.38	212	10.96	172	8.10	144	6.95	115	7.59	99	5.80	182	6.58	150	7.43	238	8.92	308	13.21	128	7.01	147	9.76
gene9268	Contig_1.37	319664	320965	+	1302	gene		38	3.04	44	2.52	35	1.64	81	3.75	69	3.65	98	4.72	101	4.99	35	2.36	38	2.28	95	3.51	70	3.55	140	5.37	101	4.43	88	4.93	67	4.55
gene9269	Contig_1.37	322144	323431	-	1288	gene		0	0.00	2	0.12	1	0.05	1	0.05	2	0.11	2	0.10	4	0.20	0	0.00	0	0.00	1	0.04	1	0.05	2	0.08	2	0.09	3	0.17	1	0.07
gene9270	Contig_1.37	324130	324549	+	420	gene		1	0.25	0	0.00	0	0.00	1	0.14	2	0.33	2	0.30	1	0.15	1	0.21	0	0.00	2	0.23	1	0.16	0	0.00	0	0.00	0	0.00	0	0.00
gene9271	Contig_1.37	325043	326072	-	1030	gene		115	11.64	160	11.59	190	11.28	26	1.52	17	1.14	21	1.28	24	1.50	18	1.54	12	0.91	35	1.64	32	2.05	177	8.58	165	9.15	63	4.46	146	12.53
gene9272	Contig_1.37	327840	329213	-	1374	gene		150	11.38	357	19.38	276	12.28	1037	45.51	414	20.75	783	35.73	831	38.91	156	9.99	132	7.50	851	29.81	229	10.99	292	10.61	256	10.64	396	21.03	162	10.42
gene9273	Contig_1.37	330296	331908	-	1613	gene		55	3.55	89	4.12	84	3.18	36	1.35	32	1.37	25	0.97	18	0.72	11	0.60	13	0.63	40	1.19	22	0.90	177	5.48	156	5.53	85	3.85	98	5.37
gene9274	Contig_1.37	334529	336591	+	2063	gene		262	13.24	498	18.01	482	14.29	412	12.04	348	11.61	353	10.73	346	10.79	241	10.28	277	10.48	560	13.07	267	8.54	711	17.21	442	12.24	399	14.11	325	13.93
gene9275	Contig_1.37	337472	338774	+	1303	gene		2	0.16	3	0.17	1	0.05	3	0.14	1	0.05	5	0.24	4	0.20	2	0.14	3	0.18	13	0.48	4	0.20	2	0.08	0	0.00	4	0.22	1	0.07
gene9276	Contig_1.37	339827	341728	-	1902	gene		1805	98.92	2313	90.72	2299	73.91	6440	204.15	4431	160.40	6131	202.13	5568	188.32	5907	273.19	5628	230.87	9647	244.14	5566	192.99	2816	73.93	1731	51.99	3228	123.84	1680	78.08
gene9277	Contig_1.37	343904	349471	+	5568	gene		488	9.14	809	10.84	1217	13.36	2163	23.42	1422	17.58	2008	22.61	2050	23.68	1160	18.33	1192	16.70	2677	23.14	1629	19.29	2234	20.03	1423	14.60	1618	21.20	644	10.22
gene9278	Contig_1.37	350278	351318	+	1041	gene		6	0.60	6	0.43	6	0.35	11	0.64	11	0.73	9	0.54	8	0.49	11	0.93	7	0.52	15	0.69	13	0.82	9	0.43	6	0.33	6	0.42	7	0.59
gene9279	Contig_1.37	356161	356454	+	294	gene		27	9.57	34	8.63	45	9.36	47	9.64	25	5.85	55	11.73	51	11.16	51	15.26	47	12.47	81	13.26	53	11.89	34	5.77	46	8.94	36	8.93	30	9.02
gene9280	Contig_1.2	1004327	1005993	+	1667	gene		1174	73.41	1616	72.32	1955	71.71	80	2.89	55	2.27	70	2.63	53	2.05	72	3.80	59	2.76	105	3.03	70	2.77	2852	85.43	4178	143.18	1426	62.42	2563	135.91
gene9281	Contig_1.37	357468	358498	+	1031	gene		839	84.82	1236	89.43	1178	69.86	221	12.92	133	8.88	266	16.18	262	16.35	184	15.70	220	16.65	304	14.19	354	22.64	675	32.69	541	29.98	281	19.89	383	32.84
gene9282	Contig_1.37	360533	363101	+	2569	gene		33	1.34	37	1.07	32	0.76	21	0.49	35	0.94	11	0.27	18	0.45	5	0.17	8	0.24	23	0.43	11	0.28	83	1.61	53	1.18	69	1.96	50	1.72
gene9283	Contig_1.37	365093	365970	+	878	gene		221	26.24	268	22.77	213	14.83	299	20.53	275	21.57	315	22.50	274	20.07	237	23.74	211	18.75	531	29.11	269	20.21	340	19.34	213	13.86	313	26.01	267	26.88
gene9284	Contig_1.37	366287	367881	-	1595	gene		1037	67.77	1484	69.41	1558	59.73	3449	130.38	3700	159.72	3238	127.30	2993	120.71	1648	90.89	1871	91.52	3767	113.68	2653	109.69	2461	77.04	2700	96.71	1872	85.64	1847	102.37
gene9285	Contig_1.37	368430	369903	+	1474	gene		263	18.60	354	17.92	586	24.31	896	36.65	753	35.17	863	36.71	807	35.22	494	29.48	567	30.01	1207	39.42	729	32.62	764	25.88	703	27.25	482	23.86	410	24.59
gene9286	Contig_1.37	372018	373232	+	1215	gene		2	0.17	4	0.25	0	0.00	22	1.09	42	2.38	10	0.52	20	1.06	15	1.09	8	0.51	5	0.20	18	0.98	1	0.04	4	0.19	10	0.60	3	0.22
gene9287	Contig_1.38	1975	3785	+	1811	gene		72	4.14	197	8.11	95	3.21	42	1.40	22	0.84	39	1.35	31	1.10	19	0.92	20	0.86	90	2.39	23	0.84	42	1.16	39	1.23	44	1.77	39	1.90
gene9288	Contig_1.38	4276	6187	-	1912	gene		1062	57.89	3801	148.30	201	6.43	29	0.91	28	1.01	39	1.28	43	1.45	17	0.78	32	1.31	45	1.13	27	0.93	815	21.28	291	8.69	511	19.50	245	11.33
gene9289	Contig_1.38	10169	10519	+	351	gene		0	0.00	3	0.64	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.19	0	0.00	0	0.00	0	0.00	0	0.00
gene9290	Contig_1.2	1006506	1007471	+	966	gene		1644	177.39	1989	153.60	1994	126.22	245	15.29	288	20.53	201	13.05	270	17.98	153	13.93	138	11.15	371	18.49	192	13.11	3391	175.28	3117	184.34	1759	132.86	2309	211.30
gene9291	Contig_1.38	15280	16845	-	1566	gene		13	0.87	22	1.05	54	2.11	34	1.31	35	1.54	51	2.04	29	1.19	35	1.97	58	2.89	79	2.43	32	1.35	46	1.47	12	0.44	22	1.03	5	0.28
gene9292	Contig_1.38	18710	19476	+	767	gene		220	29.90	306	29.76	350	27.90	395	31.05	497	44.61	446	36.46	312	26.17	193	22.13	189	19.23	520	32.63	314	27.00	459	29.88	411	30.61	347	33.01	237	27.32
gene9293	Contig_1.38	20926	21429	-	504	gene		291	60.18	425	62.91	399	48.41	58	6.94	83	11.34	69	8.58	82	10.47	35	6.11	43	6.66	101	9.65	134	17.53	521	51.62	533	60.42	360	52.12	518	90.86
gene9294	Contig_1.38	22975	24414	+	1440	gene		481	34.82	1409	72.99	2337	99.24	40	1.67	23	1.10	50	2.18	45	2.01	47	2.87	27	1.46	151	5.05	40	1.83	2455	85.13	4075	161.67	1700	86.14	3652	224.19
gene9295	Contig_1.38	28945	31369	-	2425	gene		1460	62.75	2075	63.83	2116	53.36	2617	65.07	2122	60.25	2733	70.67	2420	64.19	1527	55.39	1775	57.11	3611	71.68	2033	55.29	3848	79.23	3165	74.56	2365	71.16	1835	66.89
gene9296	Contig_1.38	36976	37401	-	426	gene		1	0.24	4	0.70	15	2.15	11	1.56	10	1.62	9	1.32	12	1.81	2	0.41	3	0.55	16	1.81	13	2.01	27	3.16	8	1.07	6	1.03	11	2.28
gene9297	Contig_1.38	44238	45641	+	1404	gene		111	8.24	161	8.55	244	10.63	411	17.65	346	16.97	408	18.22	360	16.49	191	11.97	223	12.39	487	16.70	310	14.56	356	12.66	279	11.35	274	14.24	156	9.82
gene9298	Contig_1.38	46577	52683	-	6107	gene		393	6.71	539	6.58	531	5.32	367	3.62	265	2.99	350	3.59	377	3.97	401	5.78	410	5.24	401	3.16	351	3.79	1986	16.24	1357	12.69	858	10.25	541	7.83
gene9299	Contig_1.38	53490	54753	+	1264	gene		169	13.94	236	13.93	189	9.14	378	18.03	270	14.71	397	19.69	374	19.03	172	11.97	113	6.98	481	18.32	271	14.14	541	21.37	377	17.04	310	17.90	278	19.44
gene9300	Contig_1.38	57776	59688	+	1913	gene		288	15.69	475	18.52	362	11.57	537	16.93	573	20.62	459	15.05	576	19.37	271	12.46	272	11.09	487	12.25	740	25.51	1404	36.65	1026	30.64	879	33.53	712	32.90
gene9301	Contig_1.2	1008117	1008443	+	327	gene		6	1.91	18	4.11	14	2.62	14	2.58	16	3.37	22	4.22	23	4.52	7	1.88	13	3.10	42	6.18	11	2.22	14	2.14	14	2.45	18	4.02	7	1.89
gene9302	Contig_1.38	60913	64494	+	3582	gene		431	12.54	575	11.98	894	15.26	3141	52.87	2512	48.28	2641	46.23	2892	51.94	1546	37.97	1500	32.67	3898	52.38	2259	41.59	1658	23.11	1183	18.87	1760	35.85	529	13.06
gene9303	Contig_1.38	64969	68943	-	3975	gene		74	1.94	142	2.66	216	3.32	69	1.05	43	0.74	44	0.69	72	1.17	47	1.04	57	1.12	77	0.93	26	0.43	310	3.89	197	2.83	129	2.37	126	2.80
gene9304	Contig_1.38	72115	73073	-	959	gene		43	4.67	66	5.13	74	4.72	25	1.57	14	1.01	23	1.50	20	1.34	29	2.66	30	2.44	30	1.51	28	1.93	47	2.45	54	3.22	27	2.05	18	1.66
gene9305	Contig_1.38	74816	77723	+	2908	gene		43	1.54	36	0.92	58	1.22	79	1.64	50	1.18	79	1.70	69	1.53	28	0.85	28	0.75	87	1.44	30	0.68	73	1.25	49	0.96	80	2.01	24	0.73
gene9306	Contig_1.38	81808	82278	-	471	gene		0	0.00	0	0.00	1	0.13	1	0.13	1	0.15	1	0.13	0	0.00	1	0.19	1	0.17	1	0.10	2	0.28	0	0.00	0	0.00	0	0.00	0	0.00
gene9307	Contig_1.38	84661	86030	+	1370	gene		288	21.91	416	22.65	465	20.75	889	39.13	864	43.42	852	39.00	901	42.31	397	25.49	413	23.52	1051	36.93	750	36.10	784	28.57	673	28.06	502	26.74	470	30.33
gene9308	Contig_1.38	86363	87266	-	904	gene		413	47.62	502	41.43	666	45.05	984	65.63	1047	79.74	942	65.34	864	61.48	418	40.67	406	35.04	881	46.91	533	38.88	1117	61.70	930	58.77	900	72.64	561	54.86
gene9309	Contig_1.38	88304	89339	+	1036	gene		91	9.16	126	9.07	113	6.67	127	7.39	72	4.79	99	5.99	100	6.21	86	7.30	80	6.02	184	8.55	82	5.22	156	7.52	152	8.38	82	5.78	142	12.12
gene9310	Contig_1.38	98275	98630	-	356	gene		11	3.22	17	3.56	3	0.52	0	0.00	1	0.19	0	0.00	1	0.18	1	0.25	0	0.00	1	0.14	0	0.00	2	0.28	0	0.00	17	3.48	3	0.74
gene9311	Contig_1.38	99942	101053	+	1112	gene		12	1.12	32	2.15	10	0.55	2	0.11	0	0.00	2	0.11	1	0.06	1	0.08	2	0.14	1	0.04	3	0.18	2	0.09	1	0.05	37	2.43	1	0.08
gene9312	Contig_1.2	1022892	1024210	+	1319	gene		28	2.21	36	2.04	29	1.34	93	4.25	113	5.90	113	5.37	94	4.58	37	2.47	38	2.25	110	4.01	77	3.85	33	1.25	43	1.86	67	3.71	30	2.01
gene9313	Contig_1.38	102360	103501	-	1142	gene		7	0.64	7	0.46	3	0.16	12	0.63	3	0.18	7	0.38	7	0.39	20	1.54	12	0.82	14	0.59	37	2.14	6	0.26	5	0.25	4	0.26	1	0.08
gene9314	Contig_1.38	104887	105813	-	927	gene		0	0.00	3	0.24	4	0.26	11	0.72	23	1.71	13	0.88	13	0.90	13	1.23	17	1.43	15	0.78	39	2.77	4	0.22	2	0.12	7	0.55	1	0.10
gene9315	Contig_1.38	108599	112677	+	4079	gene		19	0.49	54	0.99	24	0.36	108	1.60	105	1.77	85	1.31	153	2.41	146	3.15	107	2.05	99	1.17	558	9.02	46	0.56	41	0.57	31	0.55	21	0.46
gene9316	Contig_1.38	115765	116325	+	561	gene		4	0.74	1	0.13	10	1.09	4	0.43	5	0.61	5	0.56	11	1.26	5	0.78	6	0.83	16	1.37	14	1.65	11	0.98	6	0.61	19	2.47	2	0.32
gene9317	Contig_1.38	122269	125397	-	3129	gene		9571	318.83	13244	315.75	19786	386.66	34717	668.98	24014	528.42	31237	626.00	33279	684.17	65803	1849.91	71173	1774.71	45111	693.97	54792	1154.84	17699	282.44	9373	171.13	27421	639.44	4052	114.48
gene9318	Contig_1.38	133331	135138	+	1808	gene		63	3.63	87	3.59	95	3.21	126	4.20	105	4.00	117	4.06	140	4.98	156	7.59	114	4.92	255	6.79	175	6.38	68	1.88	37	1.17	59	2.38	34	1.66
gene9319	Contig_1.38	140078	143452	-	3375	gene		1364	42.13	2146	47.43	2061	37.34	2724	48.66	1924	39.25	2650	49.24	2648	50.47	2054	53.53	2216	51.23	4301	61.34	2603	50.86	3173	46.94	2570	43.50	2501	54.07	1687	44.19
gene9320	Contig_1.38	143706	145123	+	1418	gene		215	15.80	288	15.15	422	18.20	519	22.07	443	21.51	579	25.60	468	21.23	420	26.05	507	27.90	622	21.11	362	16.84	516	18.17	419	16.88	345	17.75	220	13.72
gene9321	Contig_1.38	151061	155360	+	4300	gene		517	12.53	901	15.63	1225	17.42	1748	24.51	1012	16.20	2051	29.91	1832	27.41	1747	35.74	1933	35.07	2584	28.93	1474	22.61	1231	14.29	762	10.12	884	15.00	355	7.30
gene9322	Contig_1.2	1031323	1033087	-	1765	gene		4239	250.34	4679	197.76	5944	205.92	12990	443.75	11990	467.73	11021	391.55	10580	385.60	6296	313.78	6214	274.69	9790	266.99	10024	374.55	12223	345.79	14139	457.65	11930	493.19	7869	394.12
gene9323	Contig_1.38	158649	159077	-	429	gene		63	15.31	83	14.43	73	10.40	79	11.10	157	25.20	83	12.13	63	9.45	40	8.20	37	6.73	80	8.98	89	13.68	49	5.70	43	5.73	59	10.03	29	5.98
gene9324	Contig_1.38	159902	161263	-	1362	gene		67	5.13	54	2.96	100	4.49	11	0.49	73	3.69	11	0.51	5	0.24	6	0.39	9	0.52	7	0.25	19	0.92	52	1.91	43	1.80	10	0.54	20	1.30
gene9325	Contig_1.38	163311	164436	-	1126	gene		25	2.31	42	2.78	42	2.28	18	0.96	104	6.36	47	2.62	30	1.71	20	1.56	27	1.87	31	1.33	58	3.40	8	0.35	12	0.61	10	0.65	3	0.24
gene9326	Contig_1.38	164969	166633	+	1665	gene		31	1.94	64	2.87	48	1.76	29	1.05	91	3.76	48	1.81	35	1.35	50	2.64	48	2.25	38	1.10	95	3.76	20	0.60	29	1.00	15	0.66	12	0.64
gene9327	Contig_1.38	167505	168889	-	1385	gene		5	0.38	4	0.22	8	0.35	11	0.48	4	0.20	12	0.54	16	0.74	5	0.32	5	0.28	6	0.21	5	0.24	10	0.36	6	0.25	7	0.37	2	0.13
gene9328	Contig_1.38	169778	170693	+	916	gene		1	0.11	3	0.24	8	0.53	82	5.40	24	1.80	49	3.35	68	4.78	7	0.67	5	0.43	12	0.63	5	0.36	3	0.16	3	0.19	2	0.16	1	0.10
gene9329	Contig_1.38	175905	180696	+	4792	gene		617	13.42	959	14.93	1513	19.31	2804	35.28	1569	22.54	2520	32.98	2614	35.09	1733	31.81	1845	30.04	4248	42.67	2045	28.14	3009	31.35	2105	25.10	1977	30.10	837	15.44
gene9330	Contig_1.38	184149	186070	+	1922	gene		150	8.13	276	10.71	369	11.74	364	11.42	285	10.21	472	15.40	419	14.02	208	9.52	231	9.38	1110	27.80	577	19.80	342	8.88	351	10.43	188	7.14	212	9.75
gene9331	Contig_1.2	1033445	1035691	+	2247	gene		406	18.83	434	14.41	521	14.18	989	26.54	927	28.40	864	24.11	815	23.33	447	17.50	411	14.27	1035	22.17	661	19.40	1002	22.27	1160	29.49	927	30.10	670	26.36
gene9332	Contig_1.38	188464	190155	-	1692	gene		0	0.00	0	0.00	0	0.00	0	0.00	1	0.04	1	0.04	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00
gene9333	Contig_1.38	193135	195799	-	2665	gene		1	0.04	4	0.11	9	0.21	6	0.14	8	0.21	10	0.24	5	0.12	4	0.13	4	0.12	5	0.09	8	0.20	7	0.13	1	0.02	2	0.05	0	0.00
gene9334	Contig_1.38	196388	198935	-	2548	gene		45	1.84	93	2.72	73	1.75	94	2.22	43	1.16	96	2.36	68	1.72	39	1.35	24	0.73	129	2.44	55	1.42	175	3.43	93	2.09	70	2.00	61	2.12
gene9335	Contig_1.38	200332	201534	-	1203	gene		767	66.46	1162	72.06	1601	81.38	543	27.22	277	15.85	663	34.56	566	30.27	374	27.35	419	27.17	1100	44.01	440	24.12	1784	74.05	1681	79.83	683	41.43	1289	94.72
gene9336	Contig_1.38	203098	204760	+	1663	gene		614	38.48	834	37.41	987	36.29	1719	62.32	1141	47.24	1855	69.95	1729	66.88	1494	79.03	1477	69.30	2376	68.77	2164	85.82	2051	61.58	1617	55.55	1326	58.18	1007	53.53
gene9337	Contig_1.38	205940	208610	-	2671	gene		138	5.39	202	5.64	171	3.91	240	5.42	170	4.38	272	6.39	227	5.47	122	4.02	122	3.56	395	7.12	274	6.77	293	5.48	210	4.49	205	5.60	178	5.89
gene9338	Contig_1.38	209164	210368	+	1205	gene		192	16.61	284	17.58	282	14.31	853	42.68	815	46.57	883	45.95	703	37.53	314	22.92	359	23.24	899	35.91	635	34.75	604	25.03	501	23.75	493	29.85	302	22.15
gene9339	Contig_1.38	211108	212947	-	1840	gene		733	41.52	1151	46.67	1536	51.04	2030	66.52	1704	63.76	1870	63.73	1938	67.75	1652	78.98	1546	65.56	3011	78.77	2768	99.21	2168	58.83	1381	42.88	1468	58.21	814	39.11
gene9340	Contig_1.38	214363	215703	+	1341	gene		726	56.43	1035	57.58	1186	54.08	1365	61.37	1319	67.72	1143	53.45	1308	62.74	1214	79.63	1126	65.51	1840	66.05	1469	72.24	1713	63.78	1341	57.13	1157	62.95	900	59.33
gene9341	Contig_1.38	224289	225896	-	1608	gene		9	0.58	12	0.56	17	0.65	40	1.50	15	0.64	41	1.60	22	0.88	23	1.26	18	0.87	47	1.41	15	0.62	41	1.27	14	0.50	14	0.64	8	0.44
gene9342	Contig_1.2	1035814	1037012	-	1199	gene		127	11.04	147	9.15	144	7.34	268	13.48	265	15.22	293	15.32	296	15.88	176	12.91	170	11.06	509	20.43	256	14.08	220	9.16	196	9.34	266	16.19	143	10.54
gene9343	Contig_1.38	226132	227505	-	1374	gene		3	0.23	3	0.16	8	0.36	10	0.44	3	0.15	15	0.68	17	0.80	9	0.58	15	0.85	26	0.91	5	0.24	22	0.80	1	0.04	8	0.42	1	0.06
gene9344	Contig_1.38	228698	234199	-	5502	gene		700	13.26	1149	15.58	1095	12.17	2035	22.30	1490	18.65	1805	20.57	1892	22.12	852	13.62	1038	14.72	2788	24.39	1475	17.68	1952	17.71	1593	16.54	1284	17.03	983	15.79
gene9345	Contig_1.38	234878	236372	+	1495	gene		1553	108.28	1965	98.05	1403	57.38	3035	122.40	2710	124.81	2583	108.34	2674	115.06	1625	95.61	1664	86.84	2452	78.95	1937	85.45	3547	118.47	3080	117.70	2846	138.90	1990	117.67
gene9346	Contig_1.38	237121	239283	-	2163	gene		284	13.69	454	15.66	422	11.93	649	18.09	549	17.48	578	16.76	597	17.75	201	8.17	247	8.91	885	19.69	594	18.11	734	16.94	560	14.79	415	14.00	434	17.74
gene9347	Contig_1.38	239585	240502	+	918	gene		210	23.84	271	22.02	266	17.72	304	19.97	247	18.53	292	19.95	283	19.83	157	15.04	161	13.68	501	26.27	273	19.61	493	26.82	372	23.15	253	20.11	315	30.33
gene9348	Contig_1.38	241697	242911	+	1215	gene		250	21.45	625	38.37	764	38.45	94	4.66	52	2.95	105	5.42	104	5.51	43	3.11	49	3.15	191	7.57	65	3.53	484	19.89	429	20.17	222	13.33	327	23.79
gene9349	Contig_1.38	243346	244127	-	782	gene		65	8.66	91	8.68	134	10.48	107	8.25	166	14.62	143	11.47	126	10.36	96	10.80	96	9.58	185	11.39	148	12.48	133	8.49	138	10.08	108	10.08	98	11.08
gene9350	Contig_1.38	245651	247528	-	1878	gene		74	4.11	102	4.05	150	4.88	197	6.32	144	5.28	200	6.68	138	4.73	56	2.62	74	3.07	292	7.48	116	4.07	133	3.54	98	2.98	105	4.08	65	3.06
gene9351	Contig_1.38	248573	249912	-	1340	gene		514	39.98	843	46.93	1106	50.47	636	28.62	504	25.90	772	36.13	669	32.12	380	24.95	478	27.83	1411	50.69	485	23.87	1042	38.83	1036	44.17	620	33.76	577	38.06
gene9352	Contig_1.38	250530	251550	+	1021	gene		131	13.37	222	16.22	266	15.93	217	12.81	246	16.59	241	14.80	225	14.18	84	7.24	102	7.79	362	17.07	187	12.08	238	11.64	297	16.62	191	13.65	152	13.16
gene9353	Contig_1.1	383741	384847	-	1107	gene		62	5.84	133	8.96	94	5.19	298	16.23	252	15.67	320	18.13	258	14.99	218	17.32	346	24.39	309	13.44	410	24.43	155	6.99	133	6.86	196	12.92	104	8.30
gene9354	Contig_1.2	1037696	1038493	-	798	gene		515	67.27	598	55.90	610	46.74	1909	144.24	1580	136.32	1894	148.83	1728	139.30	1355	149.36	1433	140.11	3432	207.02	2259	186.69	524	32.79	353	25.27	817	74.70	299	33.12
gene9355	Contig_1.38	253602	255244	+	1643	gene		217	13.77	280	12.71	260	9.68	539	19.78	563	23.59	605	23.09	645	25.25	405	21.68	409	19.42	1075	31.49	1380	55.39	423	12.86	438	15.23	325	14.43	244	13.13
gene9356	Contig_1.38	255568	257062	-	1495	gene		1	0.07	3	0.15	3	0.12	2929	118.13	3320	152.90	3342	140.18	4396	189.15	4573	269.07	4051	211.42	3663	117.94	11160	492.30	12	0.40	11	0.42	220	10.74	15	0.89
gene9357	Contig_1.38	270791	271850	+	1060	gene		439	43.17	633	44.55	561	32.36	670	38.11	510	33.13	711	42.06	495	30.04	292	24.23	290	21.35	966	43.87	380	23.64	1053	49.60	583	31.42	554	38.14	401	33.44
gene9358	Contig_1.38	274083	275553	-	1471	gene		0	0.00	0	0.00	0	0.00	1	0.04	0	0.00	1	0.04	2	0.09	0	0.00	0	0.00	3	0.10	0	0.00	0	0.00	0	0.00	0	0.00	1	0.06
gene9359	Contig_1.38	277681	279585	-	1905	gene		433	23.69	663	25.96	426	13.67	544	17.22	433	15.65	573	18.86	576	19.45	381	17.59	437	17.90	1147	28.98	620	21.46	576	15.10	345	10.35	394	15.09	386	17.91
